idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location
2233,14f78cd7-8e87-4553-a856-4b9cc13ffeb5,USER_07608,2024-01-31 15:21,Electricity Bill,Residential Bill,CESC,8855.55,30.79,66.19,780,Credit Card,Successful,MERCH_0894,Web,Urban
2234,e1a3d2b9-3c19-42e8-9041-e4ab55d145e9,USER_08624,2024-01-31 17:07,Insurance Premium,Motor Insurance,HDFC Life,1564.1,47.7,58.56,407,Debit Card,Successful,MERCH_0068,Web,Rural
2235,6b5c93a0-9b07-4b21-9136-30ac7cad5e6f,USER_07882,2024-01-31 18:02,Loan Repayment,Car Loan Installment,Axis Bank,890.92,8.15,97.8,206,Wallet Balance,Successful,MERCH_0925,Android,Urban
2236,be6b85cd-3b57-4c33-a0fc-1fae2fa95636,USER_02807,2024-01-31 21:48,Water Bill,Residential Connection,Delhi Jal Board,8376.68,22.64,12.79,488,Bank Transfer,Successful,MERCH_0736,iOS,Urban
2237,ad62b5b6-65bb-49d2-accf-c4330db22301,USER_08161,2024-01-31 22:16,Taxi Fare,Outstation Trip,Uber,9088.72,16.32,12.57,891,Bank Transfer,Successful,MERCH_0236,Android,Urban
2238,667eed55-99de-4a70-b679-af0b03a5ebce,USER_04223,2024-01-31 22:20,Grocery Shopping,Whole Wheat Atta,Amazon Pantry,3649.65,12.08,23.27,225,Bank Transfer,Successful,MERCH_0848,Android,Urban
2239,ba480ed9-aeff-48c4-96ff-c90bc90b87c9,USER_00074,2024-01-31 23:15,Online Shopping,Smart LED TV,Nykaa,1803.15,4.39,10.99,771,Wallet Balance,Successful,MERCH_0108,Android,Urban
2240,21f54dcb-98cf-447f-baf3-e2433e775e30,USER_03131,2024-02-01 02:43,Rent Payment,Commercial Space Rent,Nestaway,1711.61,22.52,77.78,656,Debit Card,Pending,MERCH_0198,Web,Urban
2241,ce39fcbc-4b32-4c09-92a2-d19bd1e73647,USER_03874,2024-02-01 04:24,Food Delivery,Pizza Margherita,Domino's,6271.43,14.22,21.61,974,Debit Card,Successful,MERCH_0519,iOS,Urban
2242,e97f3e01-7f25-47a9-93cd-4ab18e92925b,USER_02883,2024-02-01 05:22,Taxi Fare,Share Ride,Ola,6757.13,34.29,47.74,93,Wallet Balance,Successful,MERCH_0235,Android,Urban
2243,aacf09a3-d90e-430d-95e5-9a3fbcef7bd7,USER_01747,2024-02-01 07:49,Food Delivery,Pizza Margherita,Swiggy,4943.12,13.23,66.06,33,Bank Transfer,Successful,MERCH_0731,Android,Suburban
2244,57a6bc6b-c933-436a-aad9-575968c35d4a,USER_03681,2024-02-01 14:10,Grocery Shopping,Whole Wheat Atta,Grofers,7743.56,24.85,35.51,791,Debit Card,Successful,MERCH_0686,Android,Suburban
2245,169b7bef-5415-4a9f-9384-6eb4073b7ee1,USER_00701,2024-02-01 15:00,Loan Repayment,Home Loan EMI,Bajaj Finserv,9823.78,4.9,66.87,961,Debit Card,Successful,MERCH_0616,Web,Suburban
2246,ebea0e66-e4eb-4a45-b77e-137d43ed0086,USER_05180,2024-02-01 17:06,Water Bill,Residential Connection,Hyderabad Water Board,8820.78,0.23,93.67,544,UPI,Successful,MERCH_0534,Web,Urban
2247,4fd706a0-345a-476c-a479-f1f4362d5f67,USER_08815,2024-02-01 22:10,Water Bill,Residential Connection,Bangalore Water Supply,892.9,12.08,23.6,972,Wallet Balance,Successful,MERCH_0296,iOS,Suburban
2248,b05e64db-26ad-48f1-8c29-87dc2e429a6a,USER_07286,2024-02-01 22:11,Flight Booking,Ahmedabad to Jaipur,Yatra,3234.13,0.72,73.16,530,Bank Transfer,Successful,MERCH_0941,Web,Suburban
2249,3ead4af9-a836-4e7a-89a1-657b6894d1cc,USER_01040,2024-02-02 00:46,Gaming Credits,1000 Game Coins,Roblox,6067.85,47.63,17.27,273,Debit Card,Successful,MERCH_0740,Android,Urban
2250,8fad9c84-734b-42bc-b94a-93610d7d4310,USER_00750,2024-02-02 00:53,Bus Ticket,AC Seater,MakeMyTrip Bus,1100.61,15.68,53.92,396,Credit Card,Successful,MERCH_0500,Android,Urban
2251,a5a9d5f7-419b-44dc-83ea-1ac2cf5bbddb,USER_02738,2024-02-02 01:46,Bus Ticket,Semi-Sleeper,Paytm Bus,3703.78,38.09,24.85,472,Bank Transfer,Successful,MERCH_0964,Android,Urban
2252,9538fa2c-6c82-448a-b55b-7c9d3d85c343,USER_09710,2024-02-02 03:13,Loan Repayment,Home Loan EMI,Axis Bank,8012.75,17.13,66.6,248,UPI,Successful,MERCH_0934,iOS,Suburban
2253,8ab49758-d70a-4087-8775-e3c371b88976,USER_09523,2024-02-02 08:32,Online Shopping,Fitness Tracker,Flipkart,3914.1,38.02,12.05,972,Bank Transfer,Successful,MERCH_0655,Android,Urban
2254,0b1091b9-2e93-40c9-9232-e51bfe48fb2c,USER_02991,2024-02-02 09:06,Gas Bill,Piped Natural Gas,Gujarat Gas,4204.11,31.63,91.6,158,Bank Transfer,Successful,MERCH_0272,Android,Urban
2255,32241810-a2e5-4954-9821-bde8e637acaa,USER_01030,2024-02-02 10:57,Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,6098.37,18.75,2.21,392,UPI,Successful,MERCH_0245,Android,Rural
2256,05226d5c-4a07-40e4-a9ad-2976f4c895f6,USER_08626,2024-02-02 12:45,Loan Repayment,Car Loan Installment,Bajaj Finserv,3742.37,31.59,17.26,26,Debit Card,Successful,MERCH_0488,Android,Urban
2257,1e4fa553-9433-4bad-a5c5-0d6bbf4ab4c0,USER_03868,2024-02-02 14:03,Electricity Bill,Residential Bill,MSEDCL,3888.52,26.81,91.32,823,Wallet Balance,Successful,MERCH_0468,iOS,Urban
2258,6b484ae4-8e02-4dc1-b46b-4bca45f99089,USER_02996,2024-02-02 15:05,Internet Bill,Fiber 100Mbps Plan,Hathway,456.81,22.35,89.96,26,Wallet Balance,Failed,MERCH_0363,Android,Urban
2259,a761be1c-3c9f-44d3-b1a3-d6d30e93a455,USER_01487,2024-02-02 18:12,Loan Repayment,Education Loan EMI,Axis Bank,5538.45,5.59,88.91,62,UPI,Successful,MERCH_0133,Android,Rural
2260,eb0a4de9-e9ca-459c-96e2-836339fc9b12,USER_04672,2024-02-02 18:39,Internet Bill,Business Internet Plan,BSNL Broadband,4808.09,3.12,69.67,317,Wallet Balance,Successful,MERCH_0714,iOS,Urban
2261,f1dbc964-983d-43a0-be40-036916b53d1a,USER_07613,2024-02-02 18:42,Bus Ticket,Volvo Multi-Axle,AbhiBus,4537.79,38.52,72.37,867,Credit Card,Successful,MERCH_0809,Android,Suburban
2262,642f7f17-c30e-4bb4-9360-4995a22ed5e7,USER_05320,2024-02-02 19:13,Gas Bill,Auto LPG,Adani Gas,4252.6,36.71,90.7,243,UPI,Successful,MERCH_0973,Android,Urban
2263,65b9f928-51d4-4217-baed-1980305d880b,USER_03430,2024-02-02 20:00,Grocery Shopping,Dairy Milk Chocolate,BigBasket,1910.85,20.95,16.81,738,Bank Transfer,Successful,MERCH_0431,Android,Suburban
2264,2248b570-9ef7-433a-a1a9-ac6851151a22,USER_04630,2024-02-02 20:42,Food Delivery,Pizza Margherita,Swiggy,9069.05,28.1,43.77,641,Debit Card,Successful,MERCH_0553,Android,Urban
2265,47c03dfc-8063-4cab-b118-ab1cacb51e46,USER_07622,2024-02-02 21:40,Gas Bill,Industrial Gas Supply,Mahanagar Gas,4302.27,49.87,31.27,562,Debit Card,Successful,MERCH_0064,Android,Suburban
2266,c5a85adc-fbee-4f8d-a59d-05d0bba2d6b9,USER_08065,2024-02-02 22:12,Hotel Booking,Villa,Fab Hotels,3337.83,42.61,98.97,948,UPI,Successful,MERCH_0506,iOS,Urban
2267,6a5c298e-cfbc-4863-8499-4d7402e402dd,USER_09965,2024-02-03 00:24,Rent Payment,Co-working Space,Nestaway,4922.82,10.32,50.61,756,Bank Transfer,Successful,MERCH_0246,Android,Urban
2268,3f02ef4b-e9ec-4bcd-b915-9eef2f1c5ff1,USER_01947,2024-02-03 00:56,Electricity Bill,Industrial Bill,CESC,9205.21,18.08,95.93,579,Debit Card,Successful,MERCH_0982,Android,Urban
2269,27a0c096-9dbe-4eb0-945e-16c1b1f9e3f2,USER_01623,2024-02-03 02:19,Rent Payment,PG Accommodation,NoBroker,7417.1,42.07,79.88,431,Wallet Balance,Successful,MERCH_0715,iOS,Suburban
2270,d676b80e-280e-4c1a-8e9c-8cd4d57e4dca,USER_01220,2024-02-03 07:51,Education Fee,MBA Entrance Prep,Coursera,7683.13,46.15,91.84,316,Credit Card,Failed,MERCH_0524,iOS,Suburban
2271,137f12d1-e78f-45de-ab24-4d2b8ffd5e6a,USER_04595,2024-02-03 08:36,Electricity Bill,Residential Bill,Reliance Energy,3791.23,9.14,2.23,355,UPI,Successful,MERCH_0680,Android,Urban
2272,d512f518-ffd0-46d6-8999-312ff8520b58,USER_04822,2024-02-03 11:32,Education Fee,Data Science Bootcamp,Vedantu,1720.2,41.06,88.12,640,Credit Card,Successful,MERCH_0371,Android,Suburban
2273,f7a4946e-33c6-45f9-b351-b79e31034f7f,USER_03796,2024-02-03 15:13,Water Bill,Borewell Charges,Bangalore Water Supply,3898.71,0.25,13.47,586,Credit Card,Successful,MERCH_0750,Android,Suburban
2274,3d089cba-ca32-4484-a127-eae1c9f5a289,USER_06387,2024-02-03 15:41,Mobile Recharge,Prepaid Plan 399,BSNL,2879.79,33.31,49.05,748,Debit Card,Successful,MERCH_0909,Android,Urban
2275,040fe396-4624-4deb-9ae4-2fb6f070d848,USER_04899,2024-02-03 18:11,Taxi Fare,Share Ride,Meru,7629.94,25.77,33.04,946,Credit Card,Successful,MERCH_0611,iOS,Urban
2276,fedf08bb-9bf7-490b-bcaf-3ae70b10cac0,USER_06669,2024-02-03 19:45,Bus Ticket,Volvo Multi-Axle,AbhiBus,4477.7,45.89,68.73,948,Credit Card,Successful,MERCH_0471,Android,Urban
2277,6cf7d029-0b69-49be-b22e-eef8a005b9f3,USER_03572,2024-02-03 22:53,Food Delivery,Chilli Paneer,Foodpanda,3055.25,47.02,67.84,342,UPI,Successful,MERCH_0723,iOS,Urban
2278,58c39c23-bde5-4d31-8102-466cbedd9306,USER_07089,2024-02-03 23:46,Hotel Booking,Villa,Airbnb,4925.9,14.87,17.67,405,Wallet Balance,Successful,MERCH_0468,iOS,Urban
2279,ec63f7a5-1bc3-40eb-9504-05233bfd776d,USER_06377,2024-02-04 00:30,Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,9903.66,42.49,50.91,493,Bank Transfer,Successful,MERCH_0149,iOS,Urban
2280,5d1a3fa0-8ff9-4011-9654-8b7d38e15aa8,USER_09362,2024-02-04 01:53,Streaming Service,Standard Plan,Hotstar,71.34,47.84,26.6,298,Credit Card,Successful,MERCH_0600,Android,Suburban
2281,dc165e8d-9e5e-4026-9c46-ede07f165961,USER_02609,2024-02-04 02:11,Education Fee,Data Science Bootcamp,BYJU'S,8303.94,31.63,93.56,357,Wallet Balance,Successful,MERCH_0361,iOS,Urban
2282,20ef4856-e4de-4d26-af19-6333417a185c,USER_08897,2024-02-04 02:16,Loan Repayment,Education Loan EMI,HDFC Bank,4934.92,49.8,31.53,839,Wallet Balance,Successful,MERCH_0820,Android,Urban
2283,fd692908-ca88-45a5-9a90-0b4b06a6503f,USER_02168,2024-02-04 06:04,Insurance Premium,Term Life Policy,HDFC Life,2514.81,16.96,46.98,353,UPI,Successful,MERCH_0180,Android,Urban
2284,fed30ff4-f430-4319-9e7f-3859d5c33cdc,USER_09990,2024-02-04 06:41,Food Delivery,Vegetable Biryani,Domino's,2893.71,13.31,89.25,601,Bank Transfer,Successful,MERCH_0744,Android,Urban
2285,c1a1fc91-b84b-4005-98fd-cd84e6cf1457,USER_00421,2024-02-04 06:54,Gift Card,Rs. 250 Coffee Shop Card,Flipkart,3997.4,13.34,11.77,145,Bank Transfer,Successful,MERCH_0268,Android,Urban
2286,dbcc4507-edd5-436d-ab58-d1b5dea71ce5,USER_07021,2024-02-04 07:53,Flight Booking,Chennai to Hyderabad,Ixigo,8014.13,20.68,95.55,388,UPI,Successful,MERCH_0124,iOS,Urban
2287,4ac9fc88-3046-41f7-8937-bfc197a34b64,USER_06067,2024-02-04 11:08,Gift Card,Rs. 2000 Gift Voucher,Flipkart,4024.68,35.63,43.75,214,Bank Transfer,Successful,MERCH_0811,iOS,Urban
2288,cdb8d057-047a-4c15-937b-7643c9302af6,USER_02861,2024-02-04 11:25,Online Shopping,Wireless Earbuds,Flipkart,1693.53,48.76,80.24,237,Credit Card,Successful,MERCH_0470,Android,Rural
2289,b8cf536b-4622-4946-a5a3-4479eeb926e8,USER_04908,2024-02-04 12:06,Hotel Booking,Deluxe Room,MakeMyTrip,8975.77,6.17,36.34,686,Credit Card,Successful,MERCH_0734,iOS,Suburban
2290,913f6352-df69-4d8b-82e8-c585867c4400,USER_02600,2024-02-04 16:50,Mobile Recharge,Annual Plan 2999,Jio,7889.61,2.41,71.11,418,Wallet Balance,Successful,MERCH_0648,iOS,Rural
2291,b8c1f575-3364-4ce2-8c53-e4a6279b1658,USER_02218,2024-02-04 20:30,Internet Bill,Business Internet Plan,Airtel Broadband,3428.84,44.44,31.23,179,UPI,Successful,MERCH_0193,Web,Urban
2292,faa50234-2d7e-4561-96f1-80b7212d6c10,USER_09763,2024-02-04 20:57,Gas Bill,Industrial Gas Supply,Indraprastha Gas,6769.92,30.26,42.36,63,Bank Transfer,Successful,MERCH_0282,Android,Urban
2293,bdb4cffe-4901-420b-b811-6734ffd9a556,USER_04261,2024-02-04 21:37,Insurance Premium,Travel Insurance,HDFC Life,5237.35,25,6.64,660,Bank Transfer,Successful,MERCH_0119,Android,Suburban
2294,fdf1648a-a323-445a-8d02-4a15b5074e21,USER_00160,2024-02-04 21:58,Gift Card,Rs. 1000 Shopping Voucher,Shoppers Stop,4816.98,27.4,32.04,119,UPI,Successful,MERCH_0603,Android,Urban
2295,2024c076-70ed-4c47-9322-e7fbd1c22610,USER_01987,2024-02-05 02:48,Insurance Premium,Motor Insurance,LIC,5618.85,21.52,84.56,330,UPI,Successful,MERCH_0030,Android,Urban
2296,9b27d888-ac53-448f-a55d-66cec6d4b41e,USER_05273,2024-02-05 05:47,Water Bill,Tanker Supply,Bangalore Water Supply,9134.58,1.84,29.36,734,Bank Transfer,Successful,MERCH_0858,Android,Suburban
2297,655e6b03-6722-4932-9cd4-1e05a145d108,USER_06817,2024-02-05 06:10,Gaming Credits,Premium Skin,Call of Duty Mobile,7999.15,46.4,92.76,630,UPI,Successful,MERCH_0435,Android,Urban
2298,3324cb90-24f8-486d-808d-b02defa719f5,USER_01151,2024-02-05 07:19,Flight Booking,Pune to Goa,EaseMyTrip,9416.59,32.16,54.5,58,Credit Card,Successful,MERCH_0888,iOS,Urban
2299,06511235-68f6-4deb-8e07-63f9e0a3a023,USER_08757,2024-02-05 08:39,Water Bill,Borewell Charges,Bangalore Water Supply,1282.94,19.79,81.93,934,Wallet Balance,Successful,MERCH_0661,Android,Suburban
2300,54be39a2-0b91-487a-a3a1-5c7faf45dd6b,USER_09749,2024-02-05 15:17,Gas Bill,Industrial Gas Supply,Mahanagar Gas,3152.43,7.26,37.02,643,Debit Card,Successful,MERCH_0510,Android,Urban
2301,6550e969-7c53-4ab0-afdb-89e595c69b13,USER_08453,2024-02-05 16:59,Insurance Premium,Home Insurance,HDFC Life,4906.12,25.27,16.35,560,Bank Transfer,Successful,MERCH_0053,Android,Suburban
2302,9d3cae44-edf1-4e51-9e50-82c6028dc606,USER_01849,2024-02-05 21:03,Gas Bill,Industrial Gas Supply,Indraprastha Gas,8483.81,46.74,89.25,130,UPI,Successful,MERCH_0371,Android,Urban
2303,771d1961-78a5-45d2-87c1-c12cb5aab19f,USER_06003,2024-02-05 22:42,Taxi Fare,Airport Transfer,Ola,4952.29,21.1,21.8,358,Wallet Balance,Successful,MERCH_0276,Android,Urban
2304,0e9f2e45-9f2c-4f00-888d-8cdc51c500fb,USER_06352,2024-02-06 02:22,Education Fee,IELTS Training,Coursera,9018.18,35.53,35.2,687,Debit Card,Successful,MERCH_0368,Android,Rural
2305,3d517b6b-276c-4d3f-af58-616ac44a57ac,USER_09264,2024-02-06 04:01,Online Shopping,Laptop Backpack,Snapdeal,797.77,3.96,26.08,540,Wallet Balance,Successful,MERCH_0682,Web,Suburban
2306,9d962945-fca8-4e17-b0e3-50ce9af5ed52,USER_07191,2024-02-06 04:41,Mobile Recharge,Family Plan 999,Vodafone,2391.85,23.97,6.9,913,Credit Card,Successful,MERCH_0163,Android,Urban
2307,b4e0b41b-8aa9-4a52-b41c-9bb5372fcc0b,USER_03550,2024-02-06 06:18,Food Delivery,Chilli Paneer,Foodpanda,2088.26,28.97,15.7,669,Credit Card,Successful,MERCH_0665,iOS,Suburban
2308,4cb81832-6aee-460d-a7c2-b754026f7dfc,USER_01379,2024-02-06 06:48,Taxi Fare,Airport Transfer,Jugnoo,5231.7,25.17,9.06,753,UPI,Successful,MERCH_0334,Web,Urban
2309,e40d300c-54c6-4f08-a8f5-6f1ca78f20b2,USER_04227,2024-02-06 07:28,Online Shopping,Wireless Earbuds,Nykaa,3956.63,36.18,20.09,54,Wallet Balance,Pending,MERCH_0691,iOS,Urban
2310,f5403dff-e99e-4f69-bff9-c6a7fc0bb458,USER_07271,2024-02-06 10:32,Gaming Credits,500 Gems Pack,PUBG Mobile,8856.99,34.35,66.54,834,Bank Transfer,Successful,MERCH_0158,iOS,Rural
2311,2dfb15a4-01d7-4204-bf23-883d964d9c93,USER_09130,2024-02-06 11:00,Mobile Recharge,Data Pack 50GB,Vodafone,817.28,21.3,15.98,767,UPI,Successful,MERCH_0019,Android,Urban
2312,e6fe01b4-050d-4e64-b720-bbf94c61f597,USER_02365,2024-02-06 13:22,Water Bill,Commercial Property,Delhi Jal Board,4086.93,44.12,81.29,671,Wallet Balance,Failed,MERCH_0346,Web,Urban
2313,dafc35c1-6236-42b3-9038-7bd8fb970d76,USER_00153,2024-02-06 18:07,Gaming Credits,Legendary Weapon,Roblox,8297.55,41.64,66.57,921,Wallet Balance,Successful,MERCH_0697,Android,Urban
2314,8644a619-d994-4c6c-867b-dae9c18dfe45,USER_00950,2024-02-06 18:19,Streaming Service,Standard Plan,Hotstar,5050.73,33.9,67.72,221,UPI,Successful,MERCH_0578,Android,Suburban
2315,077606e1-8c78-4bf0-8177-2826e3198f18,USER_03239,2024-02-06 18:43,Gas Bill,Domestic LPG Cylinder,Bharat Gas,9945.49,2.9,37.02,247,Bank Transfer,Successful,MERCH_0210,Android,Urban
2316,c07d0400-fc69-46d2-a867-ec03e6af43ca,USER_06074,2024-02-06 21:40,Gaming Credits,1000 Game Coins,Roblox,5340.55,15.01,74.3,83,Debit Card,Successful,MERCH_0295,iOS,Urban
2317,61822c86-5412-452d-bc0e-deddcdd3d333,USER_01692,2024-02-06 23:06,Streaming Service,Student Offer,SonyLIV,2412.97,12.58,45.35,928,Debit Card,Successful,MERCH_0290,Android,Urban
2318,0fe225e7-419c-4ca7-82a0-ccd6385d8139,USER_03138,2024-02-07 01:29,Movie Ticket,Baahubali 2,Carnival Cinemas,5734.2,11.89,41.65,435,Bank Transfer,Successful,MERCH_0190,Android,Urban
2319,5a752d26-74a4-4390-ba33-e1a8399f7ddb,USER_01546,2024-02-07 02:09,Gaming Credits,500 Gems Pack,Free Fire,9334.39,19.24,46.19,568,Wallet Balance,Successful,MERCH_0157,Android,Suburban
2320,2c3b9121-65ee-4063-b056-e1e81f9a06f0,USER_06000,2024-02-07 04:39,Gift Card,Rs. 500 E-Gift Card,Shoppers Stop,7628.9,24.07,2.49,540,Credit Card,Successful,MERCH_0372,Web,Urban
2321,3782cc12-a296-4fd6-bc5c-fd74add59221,USER_08147,2024-02-07 06:43,Hotel Booking,Suite,OYO Rooms,2117.06,49.69,29.4,115,Wallet Balance,Successful,MERCH_0670,Android,Suburban
2322,729bb3f7-1916-400c-b4f4-302248dfecf8,USER_01524,2024-02-07 07:16,Movie Ticket,Baahubali 2,Cinepolis,8924.78,7.49,42.65,233,Credit Card,Successful,MERCH_0310,Android,Urban
2323,1fa6fc0f-7091-4828-b782-49f1ba2ffab6,USER_04800,2024-02-07 07:43,Taxi Fare,Share Ride,Ola,5996.4,24.81,64.77,558,UPI,Successful,MERCH_0487,Android,Urban
2324,c5475de4-3993-4cbc-adce-a5aecf74eacb,USER_03145,2024-02-07 09:21,Education Fee,Digital Marketing Certification,Udemy,8848.72,13,14.35,537,UPI,Successful,MERCH_0754,iOS,Urban
2325,42051da0-0d38-4e48-8eca-9ab46e0ab1d8,USER_00364,2024-02-07 10:14,Mobile Recharge,Annual Plan 2999,Idea,4389.17,35.06,73.98,289,Debit Card,Successful,MERCH_0656,iOS,Urban
2326,955edcf4-cfe2-4cb7-b27d-d3099dd034bc,USER_02298,2024-02-07 10:47,Food Delivery,Pizza Margherita,Domino's,4140.75,31.12,38.4,246,Debit Card,Successful,MERCH_0869,Android,Urban
2327,da814908-0daa-4a15-a7c3-bf501353f2a0,USER_04888,2024-02-07 12:32,Gift Card,Rs. 250 Coffee Shop Card,Amazon Pay,9184.77,38.28,19.51,536,Bank Transfer,Successful,MERCH_0074,Android,Urban
2328,093069df-08f1-4c7b-86ba-e015abf7f5d7,USER_00276,2024-02-07 14:01,Insurance Premium,Home Insurance,HDFC Life,3490.74,21.21,59.71,475,Wallet Balance,Successful,MERCH_0061,Android,Urban
2329,0198d8b9-e5d6-4cd3-bfc9-aae8d9f96caa,USER_05185,2024-02-07 15:04,Gas Bill,Industrial Gas Supply,Adani Gas,7214.86,40.11,3.07,283,UPI,Successful,MERCH_0100,iOS,Rural
2330,f72842b3-97f8-4ee5-b613-91a9114c16c2,USER_09523,2024-02-07 15:44,Movie Ticket,PK,Cinepolis,8642.32,1.65,69.42,980,Credit Card,Successful,MERCH_0915,Android,Urban
2331,d772bafa-c7c9-43cb-8757-a20a12c4b09f,USER_04437,2024-02-07 22:10,Gaming Credits,Premium Skin,PUBG Mobile,1107.72,46.67,38.44,472,Wallet Balance,Successful,MERCH_0197,Android,Urban
2332,d024a0ca-a8ce-474d-845a-a9cc7b8667fd,USER_06145,2024-02-08 05:09,Loan Repayment,Home Loan EMI,ICICI Bank,2438.14,9.34,61.5,965,UPI,Successful,MERCH_0558,Android,Urban
2333,8c77d099-6641-42d1-bd66-53a7a89b0e85,USER_04695,2024-02-08 05:36,Water Bill,Residential Connection,Bangalore Water Supply,5322.76,34.81,42.12,175,Credit Card,Successful,MERCH_0563,Android,Urban
2334,12c7ece8-7a1f-44fd-99a8-8e2256a2f964,USER_04610,2024-02-08 07:06,Flight Booking,Ahmedabad to Jaipur,EaseMyTrip,5562.4,38.79,13.82,938,Bank Transfer,Successful,MERCH_0455,iOS,Urban
2335,053d1620-0427-4960-a1d7-3d8e1420d363,USER_04864,2024-02-08 08:01,Streaming Service,Family Subscription,Amazon Prime,3839.77,35.95,91.31,657,Bank Transfer,Successful,MERCH_0020,Android,Rural
2336,2161e33b-876e-4c18-9c37-751ef7048ff4,USER_06201,2024-02-08 09:54,Water Bill,Commercial Property,Chennai Metro Water,6018.89,37.89,11.5,226,Credit Card,Successful,MERCH_0665,iOS,Suburban
2337,f3913479-b00f-49d2-b3a5-156f569875ac,USER_00309,2024-02-08 10:12,Electricity Bill,Agricultural Bill,MSEDCL,3723.94,48.55,40.87,420,UPI,Successful,MERCH_0725,iOS,Urban
2338,f0ea9d90-accd-44b0-b173-7ecd97e8331e,USER_09525,2024-02-08 11:02,Bus Ticket,Non-AC Seater,MakeMyTrip Bus,4741.46,19.15,94.18,676,Bank Transfer,Successful,MERCH_0918,iOS,Urban
2339,698e858a-cd8b-46ce-a13c-2effaff23e10,USER_06271,2024-02-08 13:18,Grocery Shopping,Basmati Rice,Grofers,1973.83,44.37,41.25,586,UPI,Successful,MERCH_0177,Android,Urban
2340,0699233a-afff-455b-bd16-ccf43d7542ef,USER_06316,2024-02-08 20:06,Grocery Shopping,Basmati Rice,Flipkart Supermart,8093.18,13.41,24.58,836,Credit Card,Successful,MERCH_0244,Android,Urban
2341,4061e60e-ada3-4817-9114-798daec6b118,USER_00995,2024-02-08 23:30,Water Bill,Residential Connection,Hyderabad Water Board,7616.88,26.11,26.19,2,Credit Card,Successful,MERCH_0169,Android,Urban
2342,690c75ad-247c-4015-abca-0d1aa0739472,USER_08240,2024-02-09 00:05,Taxi Fare,City Ride,Ola,7767.55,8.69,41.91,689,UPI,Successful,MERCH_0189,iOS,Urban
2343,db6d65ae-2a2b-4c04-9eb2-03095cd89ce6,USER_01541,2024-02-09 00:16,Gaming Credits,1000 Game Coins,Call of Duty Mobile,5224.79,28.9,43.41,984,Debit Card,Successful,MERCH_0203,Android,Suburban
2344,300334f8-53c6-4a13-bf26-99608c9ba93d,USER_09248,2024-02-09 01:09,Food Delivery,Butter Chicken,Uber Eats,6027.6,33.72,40.78,924,Credit Card,Successful,MERCH_0713,Android,Rural
2345,5757edf5-c3ac-4060-8311-723eda1b232a,USER_05409,2024-02-09 05:52,Bus Ticket,Non-AC Seater,AbhiBus,3118.15,33.97,54.62,296,Debit Card,Successful,MERCH_0940,Android,Urban
2346,4398b3d3-2336-4577-bd80-187a2855dbc8,USER_03571,2024-02-09 07:38,Rent Payment,2BHK Flat Deposit,OYO Life,924.64,30.86,36.38,227,Credit Card,Successful,MERCH_0398,Web,Urban
2347,c7323603-f4d2-4e68-9565-6a0395e2cfc7,USER_08646,2024-02-09 08:27,Mobile Recharge,Data Pack 50GB,BSNL,2318.47,5.36,91.01,59,Wallet Balance,Successful,MERCH_0328,Android,Urban
2348,d8725a87-808f-42d9-ae15-6f3cacf6b714,USER_05910,2024-02-09 09:03,Flight Booking,Ahmedabad to Jaipur,EaseMyTrip,6362.61,40.28,11.53,763,UPI,Successful,MERCH_0742,Android,Urban
2349,c5222b8e-24c8-4204-bf85-54b7a067c0f6,USER_09134,2024-02-09 09:41,Hotel Booking,Deluxe Room,Airbnb,9249.49,2.19,83.2,627,Wallet Balance,Successful,MERCH_0182,Android,Urban
2350,5233352a-8e45-4774-940f-08f332a984aa,USER_03921,2024-02-09 10:31,Online Shopping,Steel Toe Shoes,Flipkart,2093.97,3.81,33.08,55,UPI,Successful,MERCH_0833,Android,Urban
2351,89984f1f-3330-4355-8dd6-1688fbace6af,USER_09939,2024-02-09 10:54,Online Shopping,Laptop Backpack,Snapdeal,8660.2,36.76,79.31,444,Debit Card,Successful,MERCH_0312,iOS,Urban
2352,f59db9c3-687b-4d54-9c8e-bfab7fe6163d,USER_05284,2024-02-09 16:08,Education Fee,IELTS Training,Vedantu,9050.75,4.96,92.55,795,Bank Transfer,Successful,MERCH_0835,iOS,Urban
2353,445bc7fa-c209-47c5-bd59-15a2864d3063,USER_00141,2024-02-09 16:10,Water Bill,Residential Connection,Hyderabad Water Board,3487.79,13.78,25.28,795,Credit Card,Successful,MERCH_0200,Web,Rural
2354,42f6b181-e58f-4645-9f6a-767bc2876b73,USER_00063,2024-02-09 19:03,Rent Payment,Commercial Space Rent,Nestaway,2238.92,47.51,52.6,621,Wallet Balance,Failed,MERCH_0839,Android,Urban
2355,5f8852fb-b40f-4954-9918-cbb8228e08bf,USER_05917,2024-02-09 19:59,Flight Booking,Chennai to Hyderabad,Yatra,500.4,0.79,94.38,989,Debit Card,Successful,MERCH_0227,iOS,Urban
2356,40fd85be-eff6-452c-b37c-8fee85c395b5,USER_00485,2024-02-09 21:01,Movie Ticket,Avengers: Endgame,Carnival Cinemas,4144.96,24.3,23.27,204,Credit Card,Successful,MERCH_0060,Android,Urban
